"","RECORD_ID","Parcel number","Registered units","TrueRoll unit count"
"22668","001-0136974","DV0047-885",2,NA
"22669","001-0136975","DV0010-760",1,NA
"22670","001-0136976","DV1121-882",1,NA
"22671","001-0136978","DV0021-267",1,NA
"22672","001-0136979","DV0020-835",1,NA
"22673","001-0136981","DV1118-690",1,NA
"22674","001-0136982","DV1225-064",1,NA
"22675","001-0136984","DV0019-273",1,NA
"22676","001-0136986","DV1108-910",1,NA
"22677","001-0136987","DV0059-890",2,NA
"22678","001-0136988","DV0003-445",2,NA
"22679","001-0136989","DV0005-470",2,NA
"22680","001-0136990","DV1160-838",1,NA
"22681","001-0136992","DV0085-782",1,NA
"22682","001-0136992","DV0085-782",1,NA
"22683","001-0136995","DV0088-670",2,NA
"22684","001-0136997","DV1176-379",1,NA
"22685","001-0137001","DV0016-258",1,NA
"22686","001-0137002","DV0052-331",1,NA
"22687","001-0137004","DV0092-653",1,NA
"22688","001-0137006","DV0004-928",1,NA
"22689","001-0137007","DV0011-959",4,NA
"22690","001-0137009","DV0086-773",1,NA
"22691","001-0137011","DV0054-535",1,NA
"22692","001-0137012","NULL-",1,NA
"22693","001-0137013","DV0052-208",1,NA
"22694","001-0137014","DV0040-680",2,NA
"22695","001-0137015","DV1129-986",1,NA
"22696","001-0137018","DV0004-582",1,NA
"22697","001-0137019","DV0030-642",1,NA
"22698","001-0137020","DV0080-415",2,NA
"22699","001-0137021","NULL-",1,NA
"22700","001-0137022","DV0081-785",1,NA
"22701","001-0137025","DV0014-371",2,NA
"22702","001-0137026","DV1186-724",1,NA
"22703","001-0137029","DV0069-079",1,NA
"22704","001-0137032","DV0073-408",1,NA
"22705","001-0137034","DV0086-599",12,NA
"22706","001-0137045","DV0004-952",1,NA
"22707","001-0137046","DV0076-548",2,NA
"22708","001-0137048","DV0078-906",1,NA
"22709","001-0137050","DV0020-884",1,NA
"22710","001-0137052","DV0021-962",4,NA
"22711","001-0137053","DV0017-379",132,NA
"22712","001-0137054","DV1170-525",1,NA
"22713","001-0137054","DV1170-525",1,NA
"22714","001-0137056","DV1212-485",1,NA
"22715","001-0137058","NULL-",1,NA
"22716","001-0137065","DV0004-720",1,NA
"22717","001-0137067","DV0071-839",1,NA
"22718","001-0137069","DV1195-691",2,NA
"22719","001-0137070","DV0091-755",2,NA
"22720","001-0137072","DV0094-085",1,NA
"22721","001-0137073","DV1177-234",2,NA
"22722","001-0137074","DV0013-823",1,NA
"22723","001-0137075","DV1126-567",1,NA
"22724","001-0137076","DV0014-768",1,NA
"22725","001-0137077","DV0048-835",1,NA
"22726","001-0137079","DV0029-859",1,NA
"22727","001-0137080","DV0086-614",1,NA
"22728","001-0137081","DV0084-014",1,NA
"22729","001-0137082","DV0090-782",1,NA
"22730","001-0137083","DV0084-212",1,NA
"22731","001-0137088","DV0056-415",1,NA
"22732","001-0137089","DV0086-226",1,NA
"22733","001-0137090","DV0071-355",1,NA
"22734","001-0137090","DV0071-355",1,NA
"22735","001-0137091","DV0024-758",1,NA
"22736","001-0137092","DV1133-080",1,NA
"22737","001-0137093","DV0003-445",1,NA
"22738","001-0137094","DV1111-674",1,NA
"22739","001-0137096","DV0086-944",2,NA
"22740","001-0137097","DV0067-969",1,NA
"22741","001-0137100","DV0084-553",1,NA
"22742","001-0137100","DV0084-553",1,NA
"22743","001-0137104","DV0075-421",1,NA
"22744","001-0137105","DV0055-145",3,NA
"22745","001-0137106","DV0010-097",1,NA
"22746","001-0137108","DV0090-944",1,NA
"22747","001-0137109","RW0235-445",1,NA
"22748","001-0137110","DV0012-252",1,NA
"22749","001-0137111","DV0051-217",1,NA
"22750","001-0137112","DV0088-787",1,NA
"22751","001-0137113","DV0029-717",1,NA
"22752","001-0137115","DV0003-445",1,NA
"22753","001-0137116","NULL-",1,NA
"22754","001-0137118","DV0005-949",1,NA
"22755","001-0137121","DV0006-360",1,NA
"22756","001-0137124","DV0016-899",1,NA
"22757","001-0137125","DV0014-762",60,NA
"22758","001-0137126","DV1164-156",1,NA
"22759","001-0137128","DV0004-815",1,NA
"22760","001-0137130","DV0056-958",1,NA
"22761","001-0137131","NULL-",1,NA
"22762","001-0137132","DV0005-331",64,NA
"22763","001-0137133","DV0015-144",72,NA
"22764","001-0137134","DV0029-224",1,NA
"22765","001-0137135","DV0039-138",2,NA
"22766","001-0137136","DV0003-445",1,NA
"22767","001-0137137","DV0004-947",1,NA
"22768","001-0137138","DV0010-681",1,NA
"22769","001-0137139","DV0032-937",2,NA
"22770","001-0137140","DV0066-531",1,NA
"22771","001-0137144","DV0031-374",1,NA
"22772","001-0137145","DV0013-944",1,NA
"22773","001-0137146","DV0058-821",1,NA
"22774","001-0137147","DV0032-674",2,NA
"22775","001-0137148","DV0070-880",1,NA
"22776","001-0137149","DV1141-850",2,NA
"22777","001-0137150","DV0005-949",1,NA
"22778","001-0137151","DV0080-049",1,NA
"22779","001-0137153","DV0013-356",1,NA
"22780","001-0137154","DV0013-811",1,NA
"22781","001-0137155","DV0029-717",1,NA
"22782","001-0137158","DV0083-269",130,NA
"22783","001-0137159","DV0082-369",2,NA
"22784","001-0137160","DV0067-064",297,NA
"22785","001-0137163","DV0044-191",1,NA
"22786","001-0137164","DV0079-071",1,NA
"22787","001-0137165","DV0083-557",1,NA
"22788","001-0137166","DV0066-129",1,NA
"22789","001-0137167","DV0056-071",1,NA
"22790","001-0137168","DV0003-492",1,NA
"22791","001-0137169","NULL-",1,NA
"22792","001-0137170","DV1131-009",1,NA
"22793","001-0137171","DV0067-926",1,NA
"22794","001-0137173","DV0027-797",1,NA
"22795","001-0137175","DV1207-797",1,NA
"22796","001-0137179","NULL-",1,NA
"22797","001-0137180","DV0052-208",1,NA
"22798","001-0137181","DV0003-445",1,NA
"22799","001-0137184","DV1152-231",1,NA
"22800","001-0137185","DV0042-185",1,NA
"22801","001-0137186","DV0015-808",1,NA
"22802","001-0137189","DV0088-391",1,NA
"22803","001-0137191","DV0021-710",1,NA
"22804","001-0137192","DV0022-458",1,NA
"22805","001-0137194","DV0074-027",1,NA
"22806","001-0137195","DV0067-159",1,NA
"22807","001-0137196","DV0007-190",1,NA
"22808","001-0137198","DV0014-755",1,NA
"22809","001-0137199","DV0063-269",1,NA
"22810","001-0137200","DV0063-269",1,NA
"22811","001-0137201","DV1098-681",3,NA
"22812","001-0137202","DV0016-899",1,NA
"22813","001-0137203","DV0016-899",1,NA
"22814","001-0137205","DV0021-736",1,NA
"22815","001-0137208","DV0003-445",1,NA
"22816","001-0137209","DV0016-876",1,NA
"22817","001-0137212","DV0020-652",2,NA
"22818","001-0137214","DV0094-895",1,NA
"22819","001-0137215","DV0087-147",6,NA
"22820","001-0137216","DV0087-701",1,NA
"22821","001-0137218","DV1156-984",1,NA
"22822","001-0137219","DV0003-445",1,NA
"22823","001-0137221","DV0016-836",1,NA
"22824","001-0137221","DV0016-836",1,NA
"22825","001-0137225","DV0030-957",3,NA
"22826","001-0137226","DV0066-706",1,NA
"22827","001-0137227","DV0082-608",5,NA
"22828","001-0137228","DV0061-364",1,NA
"22829","001-0137229","DV0001-112",1,NA
"22830","001-0137231","DV1188-876",1,NA
"22831","001-0137232","DV0077-585",1,NA
"22832","001-0137234","DV0086-601",1,NA
"22833","001-0137236","DV0070-564",1,NA
"22834","001-0137238","DV0085-558",2,NA
"22835","001-0137243","DV1100-274",2,NA
"22836","001-0137246","DV0017-250",1,NA
"22837","001-0137247","NULL-",1,NA
"22838","001-0137248","DV0010-224",1,NA
"22839","001-0137249","DV1130-796",1,NA
"22840","001-0137249","DV1130-796",1,NA
"22841","001-0137250","DV0056-740",1,NA
"22842","001-0137253","DV1181-114",1,NA
"22843","001-0137253","DV1181-114",1,NA
"22844","001-0137254","DV0020-984",1,NA
"22845","001-0137255","NULL-",128,NA
"22846","001-0137256","DV0081-119",131,NA
"22847","001-0137257","DV0010-025",1,NA
"22848","001-0137264","DV0029-752",1,NA
"22849","001-0137265","DV0009-899",34,NA
"22850","001-0137266","DV0072-456",1,NA
"22851","001-0137267","DV1166-642",2,NA
"22852","001-0137276","DV0043-460",2,NA
"22853","001-0137278","DV0001-529",1,NA
"22854","001-0137280","NULL-",1,NA
"22855","001-0137283","DV0080-971",1,NA
"22856","001-0137284","DV0069-301",1,NA
"22857","001-0137285","NULL-",1,NA
"22858","001-0137288","DV0028-403",1,NA
"22859","001-0137289","DV0034-982",1,NA
"22860","001-0137290","DV1107-503",2,NA
"22861","001-0137292","DV0022-202",1,NA
"22862","001-0137298","DV0002-985",2,NA
"22863","001-0137299","DV1116-285",1,NA
"22864","001-0137301","DV1156-734",1,NA
"22865","001-0137303","DV0065-602",1,NA
"22866","001-0137304","NULL-",1,NA
"22867","001-0137306","DV0080-489",1,NA
"22868","001-0137307","DV1211-667",1,NA
"22869","001-0137308","DV0023-553",1,NA
"22870","001-0137310","DV1197-578",1,NA
"22871","001-0137311","DV1149-782",1,NA
"22872","001-0137313","DV0095-073",1,NA
"22873","001-0137314","DV1157-239",1,NA
"22874","001-0137315","DV0023-184",1,NA
"22875","001-0137318","DV0011-510",20,NA
"22876","001-0137320","DV0058-503",13,NA
"22877","001-0137322","DV1136-034",1,NA
"22878","001-0137323","DV0084-152",1,NA
"22879","001-0137324","DV1148-646",1,NA
"22880","001-0137325","DV0085-721",1,NA
"22881","001-0137327","DV0011-663",1,NA
"22882","001-0137328","DV1200-548",1,NA
"22883","001-0137329","DV0014-755",1,NA
"22884","001-0137331","DV1122-896",1,NA
"22885","001-0137332","DV0076-014",78,NA
"22886","001-0137335","DV0064-562",1,NA
"22887","001-0137336","DV0023-562",1,NA
"22888","001-0137337","DV0055-324",1,NA
"22889","001-0137338","DV1143-854",1,NA
"22890","001-0137339","DV0039-717",2,NA
"22891","001-0137340","DV1221-793",1,NA
"22892","001-0137341","NULL-",1,NA
"22893","001-0137343","DV0061-617",1,NA
"22894","001-0137345","DV0011-578",1,NA
"22895","001-0137346","DV0067-435",1,NA
"22896","001-0137348","DV0058-806",1,NA
"22897","001-0137349","DV1099-388",1,NA
"22898","001-0137351","NULL-",1,NA
"22899","001-0137352","DV1225-125",1,NA
"22900","001-0137354","DV0013-453",1,NA
"22901","001-0137356","DV0066-367",17,NA
"22902","001-0137357","NULL-",60,NA
"22903","001-0137362","DV1196-068",1,NA
"22904","001-0137363","DV0048-670",1,NA
"22905","001-0137364","DV0085-405",1,NA
"22906","001-0137368","DV0083-787",1,NA
"22907","001-0137370","DV0062-029",1,NA
"22908","001-0137371","DV1195-672",1,NA
"22909","001-0137372","DV1207-020",1,NA
"22910","001-0137375","DV1188-929",2,NA
"22911","001-0137375","DV1188-929",2,NA
"22912","001-0137376","DV0088-331",1,NA
"22913","001-0137377","DV0034-314",1,NA
"22914","001-0137379","110500-0231",1,NA
"22915","001-0137380","DV1210-919",2,NA
"22916","001-0137381","DV0022-127",1,NA
"22917","001-0137382","DV0083-876",1,NA
"22918","001-0137383","DV1096-921",1,NA
"22919","001-0137384","DV0015-871",1,NA
"22920","001-0137387","DV0068-146",1,NA
"22921","001-0137387","DV0068-146",1,NA
"22922","001-0137389","DV0032-628",1,NA
"22923","001-0137392","DV1156-386",1,NA
"22924","001-0137393","DV0084-398",1,NA
"22925","001-0137395","DV1131-070",1,NA
"22926","001-0137396","DV0045-105",1,NA
"22927","001-0137397","DV0040-662",2,NA
"22928","001-0137398","DV0013-356",1,NA
"22929","001-0137399","DV0080-038",477,NA
"22930","001-0137405","DV0020-060",1,NA
"22931","001-0137406","NULL-",1,NA
"22932","001-0137407","DV0083-919",133,NA
"22933","001-0137408","DV0085-403",71,NA
"22934","001-0137411","NULL-",5,NA
"22935","001-0137412","DV0093-905",21,NA
"22936","001-0137412","DV0093-905",21,NA
"22937","001-0137415","DV1109-588",1,NA
"22938","001-0137416","DV1123-738",1,NA
"22939","001-0137419","DV0020-551",30,NA
"22940","001-0137425","DV0087-505",2,NA
"22941","001-0137428","DV0089-446",1,NA
"22942","001-0137429","DV0056-686",2,NA
"22943","001-0137429","DV0056-686",2,NA
"22944","001-0137430","DV0084-334",1,NA
"22945","001-0137431","DV0084-027",1,NA
"22946","001-0137432","DV0004-840",1,NA
"22947","001-0137433","DV0030-102",14,NA
"22948","001-0137434","DV0062-221",1,NA
"22949","001-0137435","DV1152-605",1,NA
"22950","001-0137435","DV1152-605",1,NA
"22951","001-0137436","DV0017-368",1,NA
"22952","001-0137437","DV0081-307",98,NA
"22953","001-0137438","DV1187-637",2,NA
"22954","001-0137440","DV1092-452",1,NA
"22955","001-0137441","DV1172-622",2,NA
"22956","001-0137442","DV0026-816",1,NA
"22957","001-0137443","DV0016-902",1,NA
"22958","001-0137444","DV1136-249",1,NA
"22959","001-0137445","DV1119-215",1,NA
"22960","001-0137446","DV0068-105",1,NA
"22961","001-0137448","DV0047-632",1,NA
"22962","001-0137450","DV1180-953",1,NA
"22963","001-0137451","DV0003-445",1,NA
"22964","001-0137452","DV0016-899",1,NA
"22965","001-0137454","DV0071-883",1,NA
"22966","001-0137456","DV0017-567",1,NA
"22967","001-0137457","DV1147-331",1,NA
"22968","001-0137459","DV0008-199",265,NA
"22969","001-0137462","DV1127-789",1,NA
"22970","001-0137463","DV0062-228",1,NA
"22971","001-0137464","DV1103-860",1,NA
"22972","001-0137470","DV0016-899",1,NA
"22973","001-0137473","DV1193-687",1,NA
"22974","001-0137474","DV0032-916",1,NA
"22975","001-0137476","DV0047-724",1,NA
"22976","001-0137477","DV0083-670",2,NA
"22977","001-0137478","DV1216-557",1,NA
"22978","001-0137479","DV1174-832",1,NA
"22979","001-0137482","DV0042-818",1,NA
"22980","001-0137483","DV0046-220",1,NA
"22981","001-0137484","DV0032-404",1,NA
"22982","001-0137484","DV0032-404",1,NA
"22983","001-0137485","DV0080-048",1,NA
"22984","001-0137486","DV0055-168",1,NA
"22985","001-0137488","DV0004-379",1,NA
"22986","001-0137489","DV0009-402",1,NA
"22987","001-0137491","DV0004-720",1,NA
"22988","001-0137493","DV0026-451",1,NA
"22989","001-0137495","DV0087-127",1,NA
"22990","001-0137502","DV0052-499",1,NA
"22991","001-0137503","DV0073-855",1,NA
"22992","001-0137504","NULL-",1,NA
"22993","001-0137504","NULL-",1,NA
"22994","001-0137505","DV0024-037",1,NA
"22995","001-0137506","DV0089-241",238,NA
"22996","001-0137507","DV1107-881",2,NA
"22997","001-0137508","DV0032-510",1,NA
"22998","001-0137509","DV0052-425",1,NA
"22999","001-0137510","DV1215-761",1,NA
"23000","001-0137510","DV1215-761",1,NA
"23001","001-0137511","DV0048-006",1,NA
"23002","001-0137512","DV0078-546",1,NA
"23003","001-0137513","DV0049-604",1,NA
"23004","001-0137515","DV1224-628",13,NA
"23005","001-0137516","DV1210-813",1,NA
"23006","001-0137517","DV0022-674",1,NA
"23007","001-0137518","DV0054-665",1,NA
"23008","001-0137520","DV0006-092",1,NA
"23009","001-0137521","DV0067-885",1,NA
"23010","001-0137523","DV0034-184",1,NA
"23011","001-0137524","DV1148-915",1,NA
"23012","001-0137528","DV1103-181",1,NA
"23013","001-0137529","DV0093-805",1,NA
"23014","001-0137531","DV0009-128",22,NA
"23015","001-0137532","DV1220-668",11,NA
"23016","001-0137534","DV1125-044",11,NA
"23017","001-0137535","DV0005-689",7,NA
"23018","001-0137542","DV0079-222",1,NA
"23019","001-0137542","DV0079-222",1,NA
"23020","001-0137543","DV0072-245",1,NA
"23021","001-0137544","DV0092-117",1,NA
"23022","001-0137544","DV0092-117",1,NA
"23023","001-0137545","DV0081-634",1,NA
"23024","001-0137547","DV1223-562",2,NA
"23025","001-0137550","DV0017-778",1,NA
"23026","001-0137551","DV0094-921",1,NA
"23027","001-0137553","DV0066-439",1,NA
"23028","001-0137554","DV0072-595",1,NA
"23029","001-0137556","DV0007-249",1,NA
"23030","001-0137556","DV0007-249",1,NA
"23031","001-0137559","DV0060-751",1,NA
"23032","001-0137560","DV0007-934",2,NA
"23033","001-0137562","DV0071-246",1,NA
"23034","001-0137563","NULL-",1,NA
"23035","001-0137564","DV0074-727",1,NA
"23036","001-0137565","DV0081-038",1,NA
"23037","001-0137566","DV1186-668",1,NA
"23038","001-0137567","NULL-",1,NA
"23039","001-0137568","DV0088-765",1,NA
"23040","001-0137569","DV0092-604",1,NA
"23041","001-0137570","DV0017-478",1,NA
"23042","001-0137571","NULL-",1,NA
"23043","001-0137578","DV1159-972",1,NA
"23044","001-0137580","DV0067-150",1,NA
"23045","001-0137584","DV1193-601",1,NA
"23046","001-0137585","DV0064-872",1,NA
"23047","001-0137587","DV0042-507",1,NA
"23048","001-0137588","DV0069-151",2,NA
"23049","001-0137590","DV0081-123",4,NA
"23050","001-0137591","DV0336-258",3,NA
"23051","001-0137592","DV0055-665",1,NA
"23052","001-0137593","DV0037-316",2,NA
"23053","001-0137594","DV0016-899",1,NA
"23054","001-0137595","DV0078-385",1,NA
"23055","001-0137597","DV0021-942",1,NA
"23056","001-0137599","RW0301-214",1,NA
"23057","001-0137600","DV0079-841",2,NA
"23058","001-0137603","DV0087-901",1,NA
"23059","001-0137605","DV0083-296",1,NA
"23060","001-0137606","DV1189-827",3,NA
"23061","001-0137611","DV0069-179",1,NA
"23062","001-0137612","DV0061-059",1,NA
"23063","001-0137613","DV0023-406",1,NA
"23064","001-0137613","DV0023-406",1,NA
"23065","001-0137617","DV0063-004",1,NA
"23066","001-0137619","DV0078-052",1,NA
"23067","001-0137620","DV0052-208",1,NA
"23068","001-0137621","DV1121-237",1,NA
"23069","001-0137622","DV0078-836",1,NA
"23070","001-0137623","DV0033-524",1,NA
"23071","001-0137628","DV0014-755",1,NA
"23072","001-0137631","DV0078-735",1,NA
"23073","001-0137635","DV0011-437",1,NA
"23074","001-0137636","DV0057-340",1,NA
"23075","001-0137638","DV0074-201",1,NA
"23076","001-0137639","DV0016-905",1,NA
"23077","001-0137640","DV1108-205",1,NA
"23078","001-0137643","DV0024-930",1,NA
"23079","001-0137644","DV0016-745",1,NA
"23080","001-0137644","DV0016-745",1,NA
"23081","001-0137645","DV1100-535",1,NA
"23082","001-0137646","DV0030-404",1,NA
"23083","001-0137648","DV0088-792",1,NA
"23084","001-0137652","DV0052-425",1,NA
"23085","001-0137654","DV0015-379",1,NA
"23086","001-0137655","DV0061-368",1,NA
"23087","001-0137658","DV1120-850",1,NA
"23088","001-0137660","DV1193-522",11,NA
"23089","001-0137661","DV0087-395",1,NA
"23090","001-0137662","DV0029-449",24,NA
"23091","001-0137665","DV1139-657",1,NA
"23092","001-0137667","DV0032-867",1,NA
"23093","001-0137669","DV1209-087",1,NA
"23094","001-0137670","DV0050-707",1,NA
"23095","001-0137672","DV0035-455",1,NA
"23096","001-0137673","DV1186-350",1,NA
"23097","001-0137675","DV1122-742",26,NA
"23098","001-0137677","DV0083-866",1,NA
"23099","001-0137678","DV0013-226",22,NA
"23100","001-0137679","DV0038-070",1,NA
"23101","001-0137681","DV0012-118",1,NA
"23102","001-0137682","DV0004-903",2,NA
"23103","001-0137683","DV1109-045",3,NA
"23104","001-0137684","DV1158-665",2,NA
"23105","001-0137687","DV0006-574",1,NA
"23106","001-0137688","DV0071-210",1,NA
"23107","001-0137689","DV0065-275",1,NA
"23108","001-0137690","DV0070-108",1,NA
"23109","001-0137691","DV0076-890",1,NA
"23110","001-0137693","DV0034-301",20,NA
"23111","001-0137694","DV0073-355",1,NA
"23112","001-0137695","DV0088-204",1,NA
"23113","001-0137696","DV0028-102",1,NA
"23114","001-0137700","DV0006-366",1,NA
"23115","001-0137702","DV0082-157",1,NA
"23116","001-0137703","DV0057-239",1,NA
"23117","001-0137704","DV0069-274",1,NA
"23118","001-0137707","DV1152-355",1,NA
"23119","001-0137710","DV0081-090",2,NA
"23120","001-0137712","DV1091-498",1,NA
"23121","001-0137713","DV0021-248",1,NA
"23122","001-0137714","DV0064-784",1,NA
"23123","001-0137716","DV0008-720",1,NA
"23124","001-0137719","DV0090-569",2,NA
"23125","001-0137720","NULL-",1,NA
"23126","001-0137720","NULL-",1,NA
"23127","001-0137724","NULL-",4,NA
"23128","001-0137725","DV1198-446",1,NA
"23129","001-0137727","DV0003-808",1,NA
"23130","001-0137728","DV1187-168",1,NA
"23131","001-0137729","DV0071-976",1,NA
"23132","001-0137730","DV0071-104",1,NA
"23133","001-0137731","DV1156-814",1,NA
"23134","001-0137733","DV0021-942",1,NA
"23135","001-0137734","NULL-",1,NA
"23136","001-0137738","DV0069-843",1,NA
"23137","001-0137740","DV0076-214",1,NA
"23138","001-0137741","NULL-",1,NA
"23139","001-0137741","NULL-",1,NA
"23140","001-0137743","DV0045-869",1,NA
"23141","001-0137744","DV0067-885",1,NA
"23142","001-0137745","DV0083-288",1,NA
"23143","001-0137747","NULL-",1,NA
"23144","001-0137748","DV0019-805",1,NA
"23145","001-0137749","DV0048-370",1,NA
"23146","001-0137750","DV1116-985",4,NA
"23147","001-0137751","DV1099-795",2,NA
"23148","001-0137752","DV0079-458",1,NA
"23149","001-0137754","DV0067-532",1,NA
"23150","001-0137756","DV1142-196",1,NA
"23151","001-0137757","DV0037-066",1,NA
"23152","001-0137758","DV0067-967",1,NA
"23153","001-0137760","DV0065-950",314,NA
"23154","001-0137764","NULL-",1,NA
"23155","001-0137766","DV0056-071",1,NA
"23156","001-0137767","DV0050-220",1,NA
"23157","001-0137771","DV0037-156",1,NA
"23158","001-0137773","DV0031-588",1,NA
"23159","001-0137773","DV0031-588",1,NA
"23160","001-0137777","DV0039-677",2,NA
